id,price_doc
30474,6042182.0
30475,8327967.5
30476,5286706.5
30477,6188501.0
30478,5343365.0
30479,9023016.0
30480,4573343.5
30481,4450562.5
30482,4845981.5
30483,4630422.0
30484,6380581.0
30485,5347647.5
30486,4161583.5
30487,3757322.25
30488,6447155.0
30489,6486687.5
30490,20523944.0
30491,18420860.0
30492,5836184.5
30493,14539201.0
30494,7082165.0
30495,9344234.0
30496,8694497.0
30497,8429085.0
30498,4482984.0
30499,8003751.5
30500,11855578.0
30501,6827272.0
30502,3387356.25
30503,6234736.5
30504,5676987.0
30505,11980808.0
30506,3302573.5
30507,5141022.0
30508,5908308.5
30509,7261524.5
30510,9455967.0
30511,6166485.0
30512,6540955.5
30513,4480971.0
30514,3320138.0
30515,10342788.0
30516,6222387.5
30517,11375353.0
30518,6984492.0
30519,4546607.5
30520,6352590.5
30521,4088297.75
30522,7630717.0
30523,6276287.5
30524,9638792.0
30525,10266627.0
30526,5125268.5
30527,5054106.5
30528,6626843.5
30529,6329115.5
30530,6028966.5
30531,13868217.0
30532,4902024.5
30533,10808945.0
30534,7446477.0
30535,10113764.0
30536,5884370.5
30537,11563970.0
30538,5145676.5
30539,9725068.0
30540,10217866.0
30541,5296602.5
30542,2338899.75
30543,5740767.5
30544,6947297.0
30545,8493801.0
30546,4430916.5
30547,9306117.0
30548,4586770.5
30549,5475706.0
30550,12037293.0
30551,5411194.5
30552,2017544.375
30553,7742173.0
30554,10565930.0
30555,6732382.5
30556,8861990.0
30557,7679645.0
30558,9668013.0
30559,5709232.0
30560,5747593.5
30561,7147779.0
30562,13305124.0
30563,5031234.5
30564,7166884.5
30565,6738561.5
30566,7383041.0
30567,2219383.5
30568,9264056.0
30569,9733308.0
30570,6232620.0
30571,7087503.0
30572,5301747.5
30573,6855196.0
30574,5864208.5
30575,7230455.5
30576,4432979.0
30577,4472419.5
30578,3267430.0
30579,7185232.0
30580,4491491.5
30581,5546765.0
30582,12043447.0
30583,7476541.5
30584,4408144.0
30585,2551970.0
30586,9952768.0
30587,6177775.0
30588,6898776.5
30589,6827298.0
30590,12945895.0
30591,5357182.5
30592,6732594.0
30593,8529428.0
30594,7346063.0
30595,5624118.0
30596,6950093.5
30597,6862888.5
30598,10120093.0
30599,11477042.0
30600,5172072.0
30601,6597961.5
30602,2154921.5
30603,12573513.0
30604,4638192.0
30605,6888836.0
30606,14901316.0
30607,7340845.5
30608,9226285.0
30609,6493142.5
30610,3241047.25
30611,5966665.0
30612,7345635.5
30613,8081163.0
30614,18380676.0
30615,7181998.5
30616,6166320.5
30617,9535550.0
30618,4638240.5
30619,4331904.0
30620,2956770.75
30621,8227302.5
30622,7927073.5
30623,6258882.0
30624,7181402.5
30625,8423893.0
30626,6581163.5
30627,6542983.0
30628,6792967.5
30629,5330493.5
30630,4769300.0
30631,6581050.5
30632,4243946.5
30633,5797497.0
30634,11497200.0
30635,10223071.0
30636,5734371.0
30637,10165788.0
30638,5746053.5
30639,8160724.0
30640,4916772.5
30641,7922720.5
30642,6305805.5
30643,7462451.0
30644,10120093.0
30645,7457279.0
30646,4823260.0
30647,5367518.0
30648,26465296.0
30649,2902301.25
30650,4767485.5
30651,3324932.25
30652,4798631.5
30653,6677825.0
30654,4850189.0
30655,10957801.0
30656,4169174.75
30657,6235943.5
30658,9661321.0
30659,5066673.5
30660,8865667.0
30661,7164520.0
30662,8518227.0
30663,13879649.0
30664,12217388.0
30665,6443940.0
30666,2650080.75
30667,4669935.5
30668,8916211.0
30669,5286298.0
30670,2633666.25
30671,7859056.5
30672,13265593.0
30673,10834953.0
30674,12037109.0
30675,2269823.0
30676,6793434.0
30677,4259553.5
30678,17359444.0
30679,5877208.5
30680,5703844.5
30681,2557481.0
30682,7864889.5
30683,10493788.0
30684,4200123.0
30685,6271405.5
30686,10738257.0
30687,5330646.0
30688,5022141.0
30689,11052616.0
30690,26095272.0
30691,4417457.0
30692,5645823.5
30693,11941818.0
30694,6185816.5
30695,6555306.0
30696,7119233.5
30697,13843322.0
30698,7064296.0
30699,5925784.5
30700,5273272.0
30701,9952369.0
30702,6321231.5
30703,4008091.25
30704,11985219.0
30705,8215009.0
30706,24920524.0
30707,3721791.25
30708,13376830.0
30709,5781215.0
30710,5127630.0
30711,4997264.0
30712,4305655.5
30713,6114775.5
30714,7085793.0
30715,4166289.25
30716,10493788.0
30717,6338133.5
30718,9133243.0
30719,13760268.0
30720,6581094.5
30721,3565506.0
30722,6770028.0
30723,6596508.0
30724,13365098.0
30725,6986843.5
30726,11981174.0
30727,10314912.0
30728,11459172.0
30729,3651229.25
30730,6372961.0
30731,6908935.5
30732,4743087.5
30733,9557546.0
30734,7151938.5
30735,5710408.0
30736,6153414.5
30737,6820777.0
30738,5473998.5
30739,4303352.5
30740,7232393.5
30741,11288617.0
30742,4511311.5
30743,5322310.0
30744,9519268.0
30745,7655076.0
30746,5894891.0
30747,13761921.0
30748,17682188.0
30749,4951263.0
30750,6580555.0
30751,3762177.25
30752,6519774.5
30753,8962845.0
30754,5440248.5
30755,4278513.5
30756,6718137.5
30757,5423640.5
30758,9795381.0
30759,5633082.5
30760,4188147.75
30761,10174944.0
30762,7335380.0
30763,12082746.0
30764,6243769.0
30765,5889861.5
30766,3896808.5
30767,9646461.0
30768,4695189.0
30769,7244204.5
30770,6365392.5
30771,3225168.25
30772,8167840.5
30773,7695958.0
30774,6152276.0
30775,10486785.0
30776,5533841.5
30777,6466749.0
30778,9978809.0
30779,6528616.0
30780,7870997.5
30781,6696638.5
30782,5312193.5
30783,5856071.5
30784,3862959.75
30785,5396908.5
30786,4257547.5
30787,6755387.5
30788,5634388.0
30789,7871373.0
30790,6821896.0
30791,11180875.0
30792,7300255.5
30793,11058816.0
