id,price_doc
30474,6042205.0
30475,8327936.0
30476,5286726.5
30477,6188471.5
30478,5343345.0
30479,9022999.0
30480,4573343.5
30481,4450571.0
30482,4845981.5
30483,4630426.5
30484,6380562.5
30485,5347632.0
30486,4161587.5
30487,3757351.0
30488,6447130.0
30489,6486699.5
30490,20523632.0
30491,18420616.0
30492,5836201.0
30493,14539146.0
30494,7082124.5
30495,9344234.0
30496,8694521.0
30497,8429061.0
30498,4482984.0
30499,8003774.0
30500,11855510.0
30501,6827265.5
30502,3387356.25
30503,6234754.5
30504,5676992.5
30505,11980717.0
30506,3302583.0
30507,5141022.0
30508,5908331.0
30509,7261496.5
30510,9455895.0
30511,6166479.5
30512,6540949.5
30513,4480979.5
30514,3320154.0
30515,10342690.0
30516,6222393.0
30517,11375288.0
30518,6984525.5
30519,4546612.0
30520,6352560.0
30521,4088348.5
30522,7630717.0
30523,6276281.5
30524,9638755.0
30525,10266588.0
30526,5125263.5
30527,5054145.0
30528,6626875.0
30529,6329115.5
30530,6029001.0
30531,13868164.0
30532,4902033.5
30533,10808863.0
30534,7446420.0
30535,10113667.0
30536,5884398.5
30537,11563837.0
30538,5145652.0
30539,9725068.0
30540,10217749.0
30541,5296673.5
30542,2338924.5
30543,5740746.0
30544,6947290.0
30545,8493712.0
30546,4430937.5
30547,9306064.0
30548,4586796.5
30549,5475706.0
30550,12037201.0
30551,5411184.5
30552,2017571.25
30553,7742129.0
30554,10565970.0
30555,6732382.5
30556,8861948.0
30557,7679637.5
30558,9668013.0
30559,5709226.5
30560,5747604.5
30561,7147772.5
30562,13305022.0
30563,5031234.5
30564,7166884.5
30565,6738568.0
30566,7383055.0
30567,2219411.25
30568,9263986.0
30569,9733308.0
30570,6232638.0
30571,7087476.0
30572,5301737.5
30573,6855170.0
30574,5864197.5
30575,7230414.5
30576,4433000.0
30577,4472453.5
30578,3267451.75
30579,7185211.5
30580,4491517.0
30581,5546717.5
30582,12043310.0
30583,7476491.5
30584,4408144.0
30585,2552001.75
30586,9952768.0
