id,price_doc
30474,6190555.0
30475,8444517.0
30476,5234281.5
30477,6834483.5
30478,5326468.5
30479,8959563.0
30480,4606646.5
30481,4383803.5
30482,4800430.0
30483,4782335.5
30484,6461798.5
30485,5233692.5
30486,4179318.0
30487,3746805.75
30488,6369054.0
30489,6361539.0
30490,21047640.0
30491,15963895.0
30492,6435501.5
30493,12674449.0
30494,7034031.0
30495,8398689.0
30496,8431569.0
30497,8250080.0
30498,4591641.5
30499,8627090.0
30500,12149602.0
30501,6711695.0
30502,3438347.5
30503,6357336.0
30504,5530649.5
30505,11616982.0
30506,3181034.25
30507,5031801.0
30508,5682766.5
30509,7527323.0
30510,9438993.0
30511,6302397.0
30512,6433495.0
30513,4487360.0
30514,3535610.5
30515,10628954.0
30516,6503151.0
30517,11329622.0
30518,7001131.0
30519,4757062.5
30520,6928684.5
30521,3257604.25
30522,7771623.0
30523,6392000.5
30524,10603703.0
30525,8972868.0
30526,5094995.0
30527,4892007.0
30528,6971748.0
30529,6810306.0
30530,6322190.0
30531,14998980.0
30532,4767981.5
30533,10096976.0
30534,7732875.5
30535,10178943.0
30536,6013370.5
30537,12275363.0
30538,5138208.5
30539,9305336.0
30540,10255002.0
30541,6034022.5
30542,2190458.25
30543,6289098.0
30544,5973958.5
30545,8273031.0
30546,4653313.5
30547,10014197.0
30548,4696456.0
30549,5773655.5
30550,13545462.0
30551,5344996.0
30552,2041451.125
30553,6982034.5
30554,11213123.0
30555,7059366.5
30556,8187930.5
30557,7999104.0
30558,10856384.0
30559,5443134.0
30560,5902305.0
30561,7283420.0
30562,14297202.0
30563,4957750.5
30564,7498113.0
30565,6476432.5
30566,7175371.5
30567,2117655.75
30568,9157489.0
30569,10570586.0
30570,7101311.5
30571,7038292.0
30572,5316978.0
30573,7023909.0
30574,6311256.5
30575,7065010.5
30576,4364880.5
30577,4519472.0
30578,3140908.5
30579,7814431.0
30580,4122430.0
30581,5341750.0
30582,11321716.0
30583,7686840.5
30584,4097154.0
30585,2378629.5
30586,9695842.0
30587,6719335.5
30588,6314808.5
30589,7141864.5
30590,12851668.0
30591,4805725.5
30592,6552849.5
30593,8180874.5
30594,7681498.0
30595,5139914.0
30596,6949675.5
30597,7059992.5
30598,10178943.0
30599,10650871.0
30600,5002036.5
30601,6520794.5
30602,1971783.625
30603,12925367.0
30604,4544925.5
30605,7051352.5
30606,15776465.0
30607,6784111.0
30608,8943514.0
30609,6423931.0
30610,3314323.5
30611,5781336.5
30612,7085158.0
30613,8487858.0
30614,19014196.0
30615,7410587.5
30616,5943590.5
30617,10316447.0
30618,5040013.5
30619,4225506.5
30620,2716016.5
30621,8193805.0
30622,7696471.5
30623,6038875.5
30624,7347261.0
30625,8840507.0
30626,6764774.5
30627,5819660.5
30628,7007630.5
30629,5071493.0
30630,4722415.5
30631,6643339.5
30632,4505168.0
30633,4960896.0
30634,10001332.0
30635,10255002.0
30636,5662701.5
30637,10157861.0
30638,5883243.0
30639,8293127.0
30640,4904170.5
30641,7967014.5
30642,6719861.0
30643,7637349.5
30644,10178943.0
30645,7551201.0
30646,4978104.0
30647,4946355.0
30648,31561072.0
30649,2624069.25
30650,4793618.5
30651,3234044.75
30652,4911069.0
30653,6686275.0
30654,4756686.0
30655,12144436.0
30656,4183209.75
30657,6627545.0
30658,10386815.0
30659,5001545.5
30660,9361252.0
