id,price_doc
30474,5639661.5
30475,8153186.0
30476,5270185.0
30477,5819144.5
30478,5215068.5
30479,8442254.0
30480,4829796.5
30481,4456555.5
30482,4867431.0
30483,4530692.0
30484,6130646.0
30485,5219725.5
30486,4087354.25
30487,4049196.75
30488,6009483.5
30489,6627191.0
30490,20605924.0
30491,17781144.0
30492,6051097.0
30493,13750954.0
30494,6911657.5
30495,8832282.0
30496,9236850.0
30497,8049734.0
30498,4597346.5
30499,8279195.0
30500,10769865.0
30501,6720547.0
30502,3527086.5
30503,5185584.5
30504,5401295.5
30505,11855239.0
30506,3310816.75
30507,5067717.0
30508,5845687.5
30509,7526311.0
30510,8815688.0
30511,6320960.5
30512,6793434.0
30513,4724551.0
30514,3535408.0
30515,9964545.0
30516,6303364.5
30517,9874260.0
30518,7364869.5
30519,4498921.0
30520,6050826.0
30521,4643485.5
30522,7730803.5
30523,6038305.5
30524,9205771.0
30525,9397514.0
30526,5111357.0
30527,5435602.0
30528,6023288.5
30529,6342729.0
30530,5805248.5
30531,12329120.0
30532,4664452.0
30533,9752281.0
30534,7135533.5
30535,9384385.0
30536,6041335.0
30537,11148145.0
30538,5172969.5
30539,10659407.0
30540,9434277.0
30541,6489360.5
30542,2431887.75
30543,5220532.0
30544,7246713.0
30545,7425450.5
30546,4448033.5
30547,9305922.0
30548,4667015.0
30549,5458203.5
30550,11120155.0
30551,5322345.5
30552,2188743.75
30553,6936314.0
30554,12384837.0
30555,7261621.5
30556,7177240.0
30557,7987669.5
30558,10134735.0
30559,5888238.5
30560,5829353.5
30561,6885158.0
30562,12138901.0
30563,5258843.5
30564,7122819.5
30565,6766084.0
30566,7389000.0
30567,2346270.0
30568,9312030.0
30569,9234207.0
30570,6132927.0
30571,6223253.5
30572,5256246.5
30573,6468772.0
30574,6074259.0
30575,6697519.5
30576,4546065.5
30577,4600368.5
30578,3275585.5
30579,7164909.5
30580,4678387.5
30581,5032775.0
30582,10787587.0
30583,7417905.5
30584,4309488.5
30585,2547340.25
30586,9020779.0
30587,6440874.0
30588,6852483.5
30589,7495639.0
30590,12846864.0
30591,5320498.5
30592,6871461.5
30593,9289040.0
30594,8197760.0
30595,5782356.5
30596,7112081.0
30597,6468772.0
30598,9384385.0
30599,10438173.0
30600,5283848.5
30601,6416345.0
30602,2241255.5
30603,11920904.0
30604,4674788.0
30605,6465633.0
30606,16604067.0
30607,7039554.0
30608,8080276.5
30609,6694307.5
30610,3508109.5
30611,5904889.5
30612,7306510.5
30613,7183731.5
30614,17384328.0
30615,7379493.0
30616,6120516.5
30617,9401548.0
30618,4869339.0
30619,4498376.0
30620,2841587.5
30621,8277758.5
30622,7787217.5
30623,6181776.5
30624,7064255.5
30625,8595317.0
30626,6677213.5
30627,7331673.5
30628,6434575.0
30629,5232704.0
30630,4780342.5
30631,6454826.5
30632,4173737.75
30633,5624778.0
30634,11112352.0
30635,9434277.0
30636,5565077.0
30637,9384385.0
30638,5963553.5
30639,7274784.0
30640,4859105.5
30641,8259810.5
30642,6008108.0
30643,7692868.5
30644,9384385.0
30645,7532357.0
30646,4839857.0
30647,5211394.5
30648,22547596.0
30649,2755608.5
30650,5003692.0
30651,3344158.75
30652,4635653.5
30653,6915310.0
30654,4803498.5
30655,10093279.0
30656,4291435.0
30657,6422742.5
30658,8613074.0
30659,5093659.0
30660,8449914.0
30661,6704939.5
30662,8784351.0
30663,14878936.0
30664,11287562.0
30665,6593269.0
30666,2694718.5
30667,4533601.0
30668,9068254.0
30669,4920037.0
30670,2767855.75
30671,7936506.5
30672,12266048.0
30673,10044881.0
30674,11874542.0
30675,2395523.25
30676,6937789.0
30677,4263532.5
30678,16395638.0
30679,5932219.5
30680,6211436.5
30681,2651825.25
30682,7767932.5
30683,9765925.0
30684,4898351.0
30685,7177726.0
30686,10297260.0
30687,5199946.0
30688,4857011.5
30689,11696310.0
30690,22406036.0
30691,4672016.0
30692,6397458.5
30693,11036101.0
30694,5497583.0
30695,6011535.5
30696,6871120.5
30697,11833551.0
30698,7862595.0
30699,5612876.5
30700,5262962.5
30701,9357646.0
30702,6539932.5
30703,3984561.0
30704,11221917.0
30705,7799406.5
30706,21846960.0
30707,3868098.75
30708,12722551.0
30709,5817524.0
30710,7872288.5
30711,4758351.0
30712,4319520.0
30713,5574090.5
30714,6808319.0
30715,4111683.75
30716,9765925.0
30717,6163963.0
30718,10831151.0
30719,14220101.0
30720,6987503.5
30721,5169986.0
30722,6361514.5
30723,6388764.0
30724,13163590.0
30725,6196716.0
30726,11924998.0
30727,10036761.0
30728,11094415.0
30729,3823723.25
30730,5905373.5
30731,7315302.5
30732,5179466.0
30733,10120267.0
30734,6707587.0
30735,5918092.5
30736,6134430.0
30737,6493341.0
30738,5693676.0
30739,4610193.0
30740,7223963.0
30741,12265439.0
30742,4746789.0
30743,5337951.0
30744,10044077.0
30745,7198943.0
30746,6049833.5
30747,14527337.0
30748,15693153.0
30749,5457860.0
30750,6289529.5
30751,4020249.75
30752,6698050.0
30753,8828813.0
30754,5469245.0
30755,4863227.0
30756,7552749.5
30757,5576339.5
30758,8650067.0
30759,6398056.5
30760,4906580.0
30761,9260364.0
30762,7459014.5
30763,11281578.0
30764,6306070.5
30765,5781446.5
30766,3774982.5
30767,9352221.0
30768,4458026.0
30769,7260679.5
30770,6551875.0
30771,3304965.0
30772,7913032.5
30773,8122941.0
30774,6115154.5
30775,10060758.0
30776,5628722.0
30777,6721925.0
30778,9232270.0
30779,6268457.5
30780,7234490.5
30781,6593747.0
30782,4762201.0
30783,5994830.0
30784,3895983.75
30785,5248602.5
30786,4591142.5
30787,7222971.0
30788,5713083.0
30789,7612611.0
30790,6539446.0
30791,10531504.0
30792,6707587.0
30793,11580921.0
30794,13064613.0
30795,9370523.0
30796,10895300.0
30797,14270557.0
30798,3085099.5
30799,9183832.0
30800,13266024.0
30801,7170220.5
30802,18938044.0
30803,2599792.75
30804,3798387.0
30805,12903641.0
30806,6749965.5
30807,6115983.0
30808,9360841.0
30809,5380884.5
30810,10521606.0
30811,4403051.5
30812,5172052.0
30813,5142547.0
30814,2876490.25
30815,3958072.5
30816,7811823.0
30817,2241255.5
30818,7420438.5
30819,8915173.0
30820,4922642.0
30821,20027068.0
30822,8760867.0
30823,6319724.5
30824,4038756.75
30825,6078866.0
30826,9950035.0
30827,6458558.0
30828,5769016.0
30829,5756370.0
30830,9695934.0
30831,5810610.0
30832,5947264.5
30833,5037255.0
30834,4461416.0
30835,7673356.5
30836,7138215.0
30837,5402202.0
30838,4367974.5
30839,5684685.5
30840,11659336.0
30841,10047142.0
30842,6887607.5
30843,5319138.5
30844,8197760.0
30845,8599573.0
30846,4797538.0
30847,5908787.5
30848,8145515.0
30849,4505309.5
30850,4449425.5
30851,5181729.0
30852,6526680.0
30853,4339268.0
30854,5767123.5
30855,6995951.5
30856,7298111.5
30857,2575198.0
30858,4828161.5
30859,6515461.0
30860,5760302.0
30861,7177240.0
30862,6426235.0
30863,5564084.5
30864,6235468.0
30865,10064788.0
30866,7103879.0
30867,5784154.5
30868,7414475.5
30869,5521332.0
30870,5368163.0
30871,7924095.5
30872,5136973.5
30873,4132105.0
30874,4850919.5
30875,6220322.5
30876,5304514.0
30877,9725365.0
30878,5867520.0
30879,13794429.0
30880,7168566.0
30881,2241255.5
30882,8383709.0
30883,3524171.5
30884,6044176.0
30885,4984650.5
30886,7603809.5
30887,5493154.5
30888,4744924.5
30889,5079276.5
30890,7059406.5
30891,3753271.75
30892,3798832.75
30893,4878710.0
30894,5869887.5
30895,4644650.0
30896,5922553.0
30897,7612226.0
30898,6783108.0
30899,6297866.5
30900,3422506.75
30901,6029047.0
30902,2339783.25
30903,6786143.0
30904,7754602.0
30905,5981552.0
30906,6351064.0
30907,10593414.0
30908,4336711.5
30909,12147656.0
30910,7211421.5
30911,4082383.5
30912,6457751.0
30913,18380780.0
30914,5568926.0
30915,8212651.0
30916,5869988.5
30917,7528235.0
30918,6303527.0
30919,4716893.0
30920,4821788.5
30921,4689555.0
30922,6218970.0
30923,3571451.25
30924,6194264.0
30925,14133815.0
30926,6313628.5
30927,7320473.5
30928,4779490.0
30929,6194264.0
30930,10522870.0
30931,10940614.0
30932,4639506.0
30933,5372470.0
30934,12197364.0
30935,6712828.0
30936,6714281.5
30937,8451816.0
30938,3988511.25
30939,9274806.0
30940,6216598.5
30941,6505601.0
30942,3887992.25
30943,6566255.5
30944,5535863.0
30945,3964116.5
30946,12830653.0
30947,6425591.5
30948,8318490.0
30949,6513411.0
30950,6296509.5
30951,16854160.0
30952,8002072.0
30953,9425860.0
30954,4926328.5
30955,6267262.0
30956,6429624.5
30957,5780272.5
30958,26034324.0
30959,7997258.5
30960,8042130.0
30961,6681061.0
30962,10217749.0
30963,4085970.75
30964,4538420.0
30965,7124878.0
30966,11331697.0
30967,11176248.0
30968,3794846.0
30969,3685995.25
30970,6400290.0
30971,10408193.0
30972,3866406.0
30973,5624885.0
30974,5213303.0
30975,7364813.5
30976,5445855.0
30977,6535649.0
30978,7978990.0
30979,3517932.5
30980,6693305.5
30981,6196237.5
30982,6753191.0
30983,4235100.5
30984,6044176.0
30985,4039654.25
30986,9742074.0
30987,8013069.0
30988,5777952.0
30989,7383132.5
30990,11908951.0
30991,8582727.0
30992,2833572.0
30993,7263429.0
30994,5468718.0
30995,6656353.0
30996,6130646.0
30997,7496418.0
30998,6647858.5
30999,7331107.0
31000,7844574.5
31001,7328255.0
31002,7544248.0
31003,8392748.0
31004,4188970.5
31005,2905153.5
31006,6423912.5
31007,5557132.0
31008,6152106.0
31009,6624499.0
31010,6518680.5
31011,4531694.5
31012,6212864.5
31013,6922126.0
31014,10408153.0
31015,7083989.0
31016,4445302.5
31017,9384385.0
